Timestamp,User ID,Journey Step,Step Completion Time(ms),Is Successful,Abandonment Rate(%)
2024-09-01 00:00:00,1896,Login,912,TRUE,8.353711554
2024-09-01 01:00:00,8962,Logout,2971,TRUE,13.92107668
2024-09-01 02:00:00,4453,Payment,2364,TRUE,2.695375473
2024-09-01 03:00:00,2672,Logout,2987,TRUE,3.882461234
2024-09-01 04:00:00,6816,Payment,3107,TRUE,7.332468884
2024-09-01 05:00:00,6945,Payment,4406,TRUE,17.86179442
2024-09-01 06:00:00,7553,Vehicle Search,770,TRUE,17.01642244
2024-09-01 07:00:00,7559,Booking Confirmation,1334,FALSE,16.92236348
2024-09-01 08:00:00,3978,Login,3782,FALSE,16.99757943
2024-09-01 09:00:00,5314,Logout,3784,TRUE,5.894981075
2024-09-01 10:00:00,9819,Payment,2790,TRUE,12.31982802
2024-09-01 11:00:00,1699,Payment,2272,TRUE,15.15839423
2024-09-01 12:00:00,8725,Booking Confirmation,4233,TRUE,8.587511865
2024-09-01 13:00:00,9546,Logout,4981,TRUE,1.605633491
2024-09-01 14:00:00,1611,Booking Confirmation,2878,TRUE,11.78643495
2024-09-01 15:00:00,5228,Logout,1379,FALSE,19.39968432
2024-09-01 16:00:00,9708,Vehicle Search,2051,TRUE,18.37714684
2024-09-01 17:00:00,6883,Payment,3105,TRUE,8.845880134
2024-09-01 18:00:00,2729,Logout,2375,TRUE,19.98382332
2024-09-01 19:00:00,2532,Booking Confirmation,3139,TRUE,7.452616879
2024-09-01 20:00:00,1044,Login,4477,TRUE,9.642352706
2024-09-01 21:00:00,4628,Vehicle Search,4684,TRUE,9.311471988
2024-09-01 22:00:00,6463,Logout,995,TRUE,3.399867778
2024-09-01 23:00:00,6783,Logout,4396,TRUE,10.24199868
2024-09-02 00:00:00,4783,Login,3669,TRUE,14.33046735
2024-09-02 01:00:00,1406,Vehicle Search,934,TRUE,11.00895575
2024-09-02 02:00:00,7520,Login,4449,TRUE,5.8771183
2024-09-02 03:00:00,3313,Booking Confirmation,4833,TRUE,2.342187755
2024-09-02 04:00:00,6557,Vehicle Search,3809,TRUE,9.069464182
2024-09-02 05:00:00,7684,Vehicle Search,2758,TRUE,11.66161398
2024-09-02 06:00:00,5344,Booking Confirmation,2752,TRUE,9.774540755
2024-09-02 07:00:00,9658,Login,2002,TRUE,11.51857304
2024-09-02 08:00:00,2971,Login,3130,TRUE,17.16227757
2024-09-02 09:00:00,9259,Vehicle Search,1728,TRUE,4.289075733
2024-09-02 10:00:00,5988,Login,3401,TRUE,10.93376606
2024-09-02 11:00:00,4539,Booking Confirmation,2484,FALSE,16.044532
2024-09-02 12:00:00,5188,Booking Confirmation,573,FALSE,19.58376925
2024-09-02 13:00:00,1877,Login,2455,TRUE,5.866448346
2024-09-02 14:00:00,3674,Login,4256,TRUE,3.58929618
2024-09-02 15:00:00,6484,Vehicle Search,4112,TRUE,6.863235201
2024-09-02 16:00:00,8513,Login,3141,TRUE,10.12408333
2024-09-02 17:00:00,9071,Payment,4281,TRUE,19.60601883
2024-09-02 18:00:00,4366,Vehicle Search,4433,TRUE,12.27097293
2024-09-02 19:00:00,1958,Payment,3039,TRUE,3.782352244
2024-09-02 20:00:00,5556,Payment,1168,TRUE,4.892105264
2024-09-02 21:00:00,6536,Logout,3870,TRUE,0.743116401
2024-09-02 22:00:00,7341,Booking Confirmation,4702,TRUE,8.219170085
2024-09-02 23:00:00,4655,Logout,2890,TRUE,6.404676158
2024-09-03 00:00:00,6752,Logout,4745,FALSE,9.919248626
2024-09-03 01:00:00,5458,Logout,4343,TRUE,5.64219074
2024-09-03 02:00:00,3316,Login,3975,TRUE,2.664060516
2024-09-03 03:00:00,8997,Payment,4205,TRUE,15.49372039
2024-09-03 04:00:00,7555,Booking Confirmation,3053,TRUE,3.746195401
2024-09-03 05:00:00,1156,Logout,1039,TRUE,0.408014498
2024-09-03 06:00:00,3569,Vehicle Search,1046,FALSE,12.74139982
2024-09-03 07:00:00,3608,Payment,4171,FALSE,2.453721066
2024-09-03 08:00:00,1151,Logout,2192,TRUE,3.713030247
2024-09-03 09:00:00,4191,Login,2073,TRUE,17.28039899
2024-09-03 10:00:00,6834,Payment,4318,TRUE,5.850338914
2024-09-03 11:00:00,2617,Vehicle Search,2389,TRUE,16.19806167
2024-09-03 12:00:00,1468,Logout,4299,TRUE,2.506989739
2024-09-03 13:00:00,2633,Payment,1373,TRUE,19.23404447
2024-09-03 14:00:00,2805,Vehicle Search,4043,TRUE,1.280178719
2024-09-03 15:00:00,3023,Booking Confirmation,539,TRUE,1.629121756
2024-09-03 16:00:00,5751,Vehicle Search,4620,TRUE,14.65740237
2024-09-03 17:00:00,8593,Logout,930,FALSE,14.78380451
2024-09-03 18:00:00,2205,Login,2335,TRUE,19.8611805
2024-09-03 19:00:00,1878,Logout,680,TRUE,1.612021859
2024-09-03 20:00:00,5666,Booking Confirmation,1609,TRUE,17.58102143
2024-09-03 21:00:00,7519,Payment,1202,TRUE,1.599970229
2024-09-03 22:00:00,3846,Booking Confirmation,1890,TRUE,18.48519116
2024-09-03 23:00:00,9622,Booking Confirmation,4385,TRUE,19.02917562
2024-09-04 00:00:00,5804,Booking Confirmation,2469,TRUE,9.057833365
2024-09-04 01:00:00,6679,Vehicle Search,1497,FALSE,9.596257702
2024-09-04 02:00:00,3676,Logout,1497,TRUE,17.21488499
2024-09-04 03:00:00,5741,Logout,2891,TRUE,1.744681088
2024-09-04 04:00:00,2671,Logout,1941,FALSE,13.71899529
2024-09-04 05:00:00,7368,Login,955,TRUE,16.13288444
2024-09-04 06:00:00,4165,Logout,3476,TRUE,13.95940823
2024-09-04 07:00:00,6197,Vehicle Search,532,TRUE,1.448324851
2024-09-04 08:00:00,4262,Vehicle Search,1263,TRUE,11.53046299
2024-09-04 09:00:00,2766,Login,4969,TRUE,1.918182452
2024-09-04 10:00:00,8929,Login,1262,TRUE,8.215202046
2024-09-04 11:00:00,9404,Payment,3264,TRUE,10.90204614
2024-09-04 12:00:00,9813,Vehicle Search,4136,TRUE,6.909563207
2024-09-04 13:00:00,8984,Login,4401,TRUE,14.64404655
2024-09-04 14:00:00,3370,Vehicle Search,2372,TRUE,10.12270885
2024-09-04 15:00:00,2942,Logout,2860,TRUE,15.10747658
2024-09-04 16:00:00,9570,Login,602,TRUE,10.71182653
2024-09-04 17:00:00,1481,Login,4523,TRUE,6.251032883
2024-09-04 18:00:00,2931,Payment,1194,TRUE,15.94953528
2024-09-04 19:00:00,2956,Payment,1628,TRUE,6.343214528
2024-09-04 20:00:00,6549,Login,1064,TRUE,4.102228456
2024-09-04 21:00:00,4416,Login,4703,TRUE,9.977695808
2024-09-04 22:00:00,8410,Vehicle Search,4608,TRUE,8.592893288
2024-09-04 23:00:00,3081,Logout,922,TRUE,19.22375227
2024-09-05 00:00:00,2404,Booking Confirmation,4835,TRUE,16.94394064
2024-09-05 01:00:00,2992,Booking Confirmation,1733,TRUE,9.347442722
2024-09-05 02:00:00,8176,Vehicle Search,2627,FALSE,0.726390729
2024-09-05 03:00:00,1384,Booking Confirmation,4385,TRUE,19.69612114
2024-09-05 04:00:00,8124,Booking Confirmation,4381,TRUE,18.94045174
2024-09-05 05:00:00,4349,Login,2366,TRUE,15.99618282
2024-09-05 06:00:00,3236,Login,3337,TRUE,15.36054822
2024-09-05 07:00:00,3781,Login,3277,TRUE,19.15529857
2024-09-05 08:00:00,6341,Login,3880,FALSE,2.525322911
2024-09-05 09:00:00,4575,Booking Confirmation,2251,TRUE,14.30447585
2024-09-05 10:00:00,8393,Vehicle Search,4290,TRUE,0.029550196
2024-09-05 11:00:00,6447,Login,1536,TRUE,10.41562036
2024-09-05 12:00:00,9303,Booking Confirmation,3338,TRUE,17.51661055
2024-09-05 13:00:00,2388,Logout,2264,TRUE,11.23704129
2024-09-05 14:00:00,3747,Logout,2562,TRUE,0.607238874
2024-09-05 15:00:00,1297,Logout,3093,TRUE,8.533102681
2024-09-05 16:00:00,8714,Logout,1654,TRUE,19.22760746
2024-09-05 17:00:00,5297,Logout,3521,FALSE,11.92176425
2024-09-05 18:00:00,2712,Logout,2960,TRUE,12.09496162
2024-09-05 19:00:00,2390,Logout,603,TRUE,11.42724556
2024-09-05 20:00:00,6289,Booking Confirmation,3441,TRUE,0.514440378
2024-09-05 21:00:00,6533,Payment,4530,TRUE,16.19016604
2024-09-05 22:00:00,6376,Vehicle Search,3341,TRUE,7.275782208
2024-09-05 23:00:00,7856,Payment,4269,TRUE,16.72689562
2024-09-06 00:00:00,8479,Booking Confirmation,864,TRUE,10.09118419
2024-09-06 01:00:00,3522,Payment,2158,TRUE,19.18589269
2024-09-06 02:00:00,4015,Logout,3590,TRUE,0.132439576
2024-09-06 03:00:00,1232,Payment,646,TRUE,13.24612959
2024-09-06 04:00:00,9534,Login,4418,TRUE,4.781328261
2024-09-06 05:00:00,2809,Payment,1792,FALSE,13.73627449
2024-09-06 06:00:00,3867,Login,3176,TRUE,5.376510077
2024-09-06 07:00:00,2023,Booking Confirmation,749,FALSE,4.282692087
2024-09-06 08:00:00,9321,Vehicle Search,3072,TRUE,6.991035822
2024-09-06 09:00:00,9271,Payment,1094,TRUE,1.524566666
2024-09-06 10:00:00,2119,Payment,2982,FALSE,15.47685466
2024-09-06 11:00:00,6497,Login,918,TRUE,1.876651952
2024-09-06 12:00:00,6324,Vehicle Search,1487,TRUE,11.99240816
2024-09-06 13:00:00,8772,Login,4704,FALSE,19.97347473
2024-09-06 14:00:00,9499,Logout,3136,TRUE,10.83774632
2024-09-06 15:00:00,1401,Booking Confirmation,524,TRUE,3.955063098
2024-09-06 16:00:00,3581,Payment,4447,TRUE,14.23811761
2024-09-06 17:00:00,4008,Logout,2557,TRUE,5.591583265
2024-09-06 18:00:00,6261,Logout,957,TRUE,2.854474191
2024-09-06 19:00:00,3489,Payment,2868,FALSE,1.695599363
2024-09-06 20:00:00,7404,Payment,4420,TRUE,19.44331777
2024-09-06 21:00:00,1856,Login,3222,TRUE,15.18682201
2024-09-06 22:00:00,8202,Booking Confirmation,1224,TRUE,11.53662924
2024-09-06 23:00:00,2720,Payment,4453,TRUE,2.883438112
2024-09-07 00:00:00,8232,Payment,1758,TRUE,6.71605602
2024-09-07 01:00:00,4610,Logout,2573,TRUE,10.09953222
2024-09-07 02:00:00,1983,Vehicle Search,3093,TRUE,14.71632608
2024-09-07 03:00:00,4203,Login,1131,TRUE,14.1041663
2024-09-07 04:00:00,4775,Logout,2984,TRUE,19.93902963
2024-09-07 05:00:00,7554,Booking Confirmation,3489,TRUE,1.319171957
2024-09-07 06:00:00,3577,Payment,4292,TRUE,8.452392478
2024-09-07 07:00:00,7359,Login,4114,TRUE,11.58076087
2024-09-07 08:00:00,8231,Logout,4452,TRUE,1.377896213
2024-09-07 09:00:00,4656,Logout,2624,TRUE,0.664865581
2024-09-07 10:00:00,7448,Payment,1998,TRUE,19.37161331
2024-09-07 11:00:00,1404,Vehicle Search,4724,TRUE,4.432011771
2024-09-07 12:00:00,1174,Logout,1231,TRUE,11.88666053
2024-09-07 13:00:00,4559,Booking Confirmation,4866,TRUE,5.979329117
2024-09-07 14:00:00,8835,Booking Confirmation,4834,FALSE,5.879221338
2024-09-07 15:00:00,8100,Logout,518,TRUE,3.591003789
2024-09-07 16:00:00,2199,Booking Confirmation,1710,TRUE,8.322359552
2024-09-07 17:00:00,7359,Payment,2644,TRUE,2.401380003
2024-09-07 18:00:00,9952,Login,2086,TRUE,17.84477963
2024-09-07 19:00:00,1323,Vehicle Search,3166,TRUE,10.29301202
2024-09-07 20:00:00,6079,Logout,1525,TRUE,3.340590964
2024-09-07 21:00:00,6676,Logout,2791,TRUE,10.35181586
2024-09-07 22:00:00,5451,Logout,1818,TRUE,14.95698855
2024-09-07 23:00:00,9662,Booking Confirmation,664,TRUE,18.43874362
2024-09-08 00:00:00,8484,Payment,4985,TRUE,6.711288547
2024-09-08 01:00:00,8171,Vehicle Search,3724,TRUE,13.23620376
2024-09-08 02:00:00,8637,Logout,3827,TRUE,15.57576772
2024-09-08 03:00:00,7409,Booking Confirmation,799,TRUE,10.24336638
2024-09-08 04:00:00,7654,Payment,2174,FALSE,11.95788355
2024-09-08 05:00:00,8157,Logout,1741,TRUE,9.848854468
2024-09-08 06:00:00,6689,Payment,3004,TRUE,10.12612944
2024-09-08 07:00:00,6382,Login,4782,TRUE,7.640922876
2024-09-08 08:00:00,2784,Booking Confirmation,1759,FALSE,8.871155784
2024-09-08 09:00:00,4199,Payment,1716,TRUE,9.872453717
2024-09-08 10:00:00,5811,Login,1903,TRUE,4.158046217
2024-09-08 11:00:00,1792,Booking Confirmation,1622,TRUE,0.574776127
2024-09-08 12:00:00,8514,Booking Confirmation,1386,TRUE,7.033683848
2024-09-08 13:00:00,6596,Booking Confirmation,818,TRUE,3.825269193
2024-09-08 14:00:00,6456,Booking Confirmation,4390,TRUE,5.099926957
2024-09-08 15:00:00,7809,Vehicle Search,4096,FALSE,14.31275712
2024-09-08 16:00:00,4846,Vehicle Search,4093,TRUE,14.89409959
2024-09-08 17:00:00,8658,Booking Confirmation,825,TRUE,0.541825889
2024-09-08 18:00:00,9377,Login,4796,TRUE,3.667439246
2024-09-08 19:00:00,6942,Vehicle Search,2108,TRUE,7.397870466
2024-09-08 20:00:00,8030,Vehicle Search,3030,TRUE,0.044897629
2024-09-08 21:00:00,9055,Vehicle Search,2300,TRUE,5.467981765
2024-09-08 22:00:00,7938,Login,2456,TRUE,14.89648823
2024-09-08 23:00:00,8582,Logout,4979,TRUE,11.3320833
2024-09-09 00:00:00,2790,Vehicle Search,4294,TRUE,5.093848309
2024-09-09 01:00:00,6169,Booking Confirmation,1085,TRUE,17.87450855
2024-09-09 02:00:00,7434,Payment,1633,TRUE,8.769490234
2024-09-09 03:00:00,6946,Booking Confirmation,3046,TRUE,1.425038793
2024-09-09 04:00:00,9835,Vehicle Search,4919,TRUE,0.094140683
2024-09-09 05:00:00,3951,Vehicle Search,1482,TRUE,10.06490576
2024-09-09 06:00:00,5723,Vehicle Search,4051,TRUE,16.63896895
2024-09-09 07:00:00,4040,Login,1406,FALSE,8.700547324
2024-09-09 08:00:00,5794,Login,1623,TRUE,1.852841721
2024-09-09 09:00:00,9489,Payment,1987,FALSE,3.467247636
2024-09-09 10:00:00,5419,Payment,691,TRUE,14.64023434
2024-09-09 11:00:00,2399,Payment,1940,TRUE,12.52552111
2024-09-09 12:00:00,3413,Vehicle Search,1011,TRUE,3.493550269
2024-09-09 13:00:00,1316,Booking Confirmation,3212,TRUE,10.66559087
2024-09-09 14:00:00,9626,Logout,4441,TRUE,17.48539634
2024-09-09 15:00:00,9423,Login,3642,TRUE,9.820354747
2024-09-09 16:00:00,1978,Vehicle Search,3651,TRUE,0.316883669
2024-09-09 17:00:00,8743,Payment,3791,TRUE,3.307987792
2024-09-09 18:00:00,5457,Logout,2950,TRUE,3.120310024
2024-09-09 19:00:00,9384,Login,1587,TRUE,19.48799817
2024-09-09 20:00:00,9017,Booking Confirmation,1763,TRUE,18.36919883
2024-09-09 21:00:00,4665,Payment,4880,TRUE,12.05556303
2024-09-09 22:00:00,1458,Login,2748,TRUE,10.54085453
2024-09-09 23:00:00,4757,Payment,1576,TRUE,10.1649022
2024-09-10 00:00:00,4527,Login,4769,FALSE,18.26359371
2024-09-10 01:00:00,1524,Logout,1733,TRUE,18.3536625
2024-09-10 02:00:00,4957,Payment,3157,TRUE,16.97482694
2024-09-10 03:00:00,6534,Booking Confirmation,2183,TRUE,13.83060448
2024-09-10 04:00:00,9539,Login,4941,TRUE,11.19512885
2024-09-10 05:00:00,3640,Logout,826,TRUE,14.22444546
2024-09-10 06:00:00,9816,Payment,4717,TRUE,8.65614448
2024-09-10 07:00:00,8407,Vehicle Search,526,TRUE,6.329348813
2024-09-10 08:00:00,8269,Booking Confirmation,4834,TRUE,12.30647744
2024-09-10 09:00:00,8909,Logout,3553,TRUE,11.99115803
2024-09-10 10:00:00,9889,Login,902,TRUE,10.4919968
2024-09-10 11:00:00,8542,Logout,665,TRUE,8.170272838
2024-09-10 12:00:00,6796,Payment,2271,TRUE,0.660821566
2024-09-10 13:00:00,8420,Payment,3406,TRUE,7.31637485
2024-09-10 14:00:00,7240,Login,2365,TRUE,17.60324633
2024-09-10 15:00:00,7571,Booking Confirmation,1459,TRUE,4.158192971
2024-09-10 16:00:00,1471,Login,642,TRUE,8.213560707
2024-09-10 17:00:00,2698,Payment,4326,TRUE,10.14873091
2024-09-10 18:00:00,5079,Payment,1013,TRUE,5.333304874
2024-09-10 19:00:00,6338,Logout,3530,TRUE,1.371541552
2024-09-10 20:00:00,3022,Payment,617,TRUE,14.09915064
2024-09-10 21:00:00,1122,Vehicle Search,2353,TRUE,8.772251708
2024-09-10 22:00:00,6513,Payment,974,TRUE,17.91892524
2024-09-10 23:00:00,1062,Booking Confirmation,527,TRUE,3.369931146
2024-09-11 00:00:00,7432,Booking Confirmation,3327,TRUE,5.535640137
2024-09-11 01:00:00,4210,Login,2781,TRUE,10.53758712
2024-09-11 02:00:00,6254,Login,755,TRUE,17.79959293
2024-09-11 03:00:00,1417,Vehicle Search,3841,TRUE,14.5708799
2024-09-11 04:00:00,7792,Booking Confirmation,1171,TRUE,6.481156811
2024-09-11 05:00:00,3701,Logout,4787,TRUE,7.912171582
2024-09-11 06:00:00,7705,Vehicle Search,3098,TRUE,2.450202862
2024-09-11 07:00:00,2634,Logout,2560,TRUE,6.935064397
2024-09-11 08:00:00,1349,Payment,3570,TRUE,1.937504798
2024-09-11 09:00:00,5414,Login,2373,TRUE,9.964910935
2024-09-11 10:00:00,6973,Booking Confirmation,2918,TRUE,4.626445803
2024-09-11 11:00:00,4971,Login,1192,TRUE,3.352994461
2024-09-11 12:00:00,3820,Logout,4554,TRUE,9.712197785
2024-09-11 13:00:00,2359,Vehicle Search,1498,TRUE,16.5818018
2024-09-11 14:00:00,9330,Logout,2378,FALSE,4.608096616
2024-09-11 15:00:00,7103,Vehicle Search,4875,TRUE,5.092770073
2024-09-11 16:00:00,8032,Payment,1995,TRUE,6.715662202
2024-09-11 17:00:00,9397,Vehicle Search,3826,TRUE,14.18374347
2024-09-11 18:00:00,5826,Login,4694,TRUE,14.23735218
2024-09-11 19:00:00,4980,Booking Confirmation,2484,TRUE,12.40159506
2024-09-11 20:00:00,2431,Booking Confirmation,3091,TRUE,5.832848954
2024-09-11 21:00:00,5880,Logout,4433,TRUE,6.430127913
2024-09-11 22:00:00,4636,Login,3172,FALSE,10.48822675
2024-09-11 23:00:00,7366,Login,2016,TRUE,11.86109533
2024-09-12 00:00:00,9116,Booking Confirmation,3317,TRUE,10.4065649
2024-09-12 01:00:00,8277,Logout,3021,TRUE,2.888139194
2024-09-12 02:00:00,9484,Payment,3111,FALSE,6.155663985
2024-09-12 03:00:00,6199,Logout,3358,TRUE,18.86721698
2024-09-12 04:00:00,5693,Booking Confirmation,4907,TRUE,11.67049865
2024-09-12 05:00:00,1271,Payment,3559,TRUE,3.070297345
2024-09-12 06:00:00,3381,Logout,3186,FALSE,16.71158034
2024-09-12 07:00:00,2963,Login,1670,TRUE,5.312101197
2024-09-12 08:00:00,7245,Login,4477,TRUE,15.42123708
2024-09-12 09:00:00,2107,Booking Confirmation,757,TRUE,18.53351502
2024-09-12 10:00:00,9682,Payment,4375,TRUE,8.567104085
2024-09-12 11:00:00,9342,Logout,2267,TRUE,10.60517999
2024-09-12 12:00:00,3074,Vehicle Search,916,TRUE,6.014154925
2024-09-12 13:00:00,4043,Logout,1591,TRUE,2.031357039
2024-09-12 14:00:00,1789,Vehicle Search,555,TRUE,14.72745486
2024-09-12 15:00:00,2077,Logout,4594,TRUE,19.90270987
2024-09-12 16:00:00,5293,Vehicle Search,2118,TRUE,14.89130365
2024-09-12 17:00:00,8763,Login,2432,TRUE,16.46928018
2024-09-12 18:00:00,9281,Logout,3822,TRUE,1.92495239
2024-09-12 19:00:00,2910,Login,2030,TRUE,2.681767415
2024-09-12 20:00:00,5977,Payment,1198,TRUE,10.9121681
2024-09-12 21:00:00,5836,Logout,3814,TRUE,5.307058333
2024-09-12 22:00:00,1297,Login,3088,TRUE,6.75205459
2024-09-12 23:00:00,5297,Booking Confirmation,3983,TRUE,19.46764926
2024-09-13 00:00:00,4114,Vehicle Search,2814,TRUE,4.87053858
2024-09-13 01:00:00,2358,Booking Confirmation,825,FALSE,8.75187082
2024-09-13 02:00:00,8288,Vehicle Search,2722,TRUE,9.621335653
2024-09-13 03:00:00,2280,Booking Confirmation,4541,TRUE,15.90337427
2024-09-13 04:00:00,3798,Payment,3634,TRUE,17.50812999
2024-09-13 05:00:00,8918,Logout,4039,TRUE,1.9395808
2024-09-13 06:00:00,5733,Payment,3802,TRUE,4.642890102
2024-09-13 07:00:00,7041,Booking Confirmation,3590,TRUE,12.84726338
2024-09-13 08:00:00,7609,Payment,2877,TRUE,1.896444052
2024-09-13 09:00:00,4601,Booking Confirmation,1482,TRUE,9.439744531
2024-09-13 10:00:00,5054,Vehicle Search,4370,TRUE,1.824091504
2024-09-13 11:00:00,3164,Payment,4757,TRUE,18.49326557
2024-09-13 12:00:00,8957,Booking Confirmation,3452,TRUE,1.682466294
2024-09-13 13:00:00,8719,Vehicle Search,617,TRUE,10.40749895
2024-09-13 14:00:00,3760,Login,2070,TRUE,8.968452812
2024-09-13 15:00:00,1579,Login,3159,TRUE,0.700515202
2024-09-13 16:00:00,4277,Login,553,TRUE,15.17544043
2024-09-13 17:00:00,8650,Vehicle Search,2967,TRUE,15.45948704
2024-09-13 18:00:00,9376,Vehicle Search,704,TRUE,7.147130194
2024-09-13 19:00:00,5483,Logout,2019,TRUE,5.202732593
2024-09-13 20:00:00,8175,Login,1184,TRUE,17.66929105
2024-09-13 21:00:00,5634,Vehicle Search,1493,TRUE,10.47145804
2024-09-13 22:00:00,4740,Login,1661,FALSE,1.149182672
2024-09-13 23:00:00,1552,Payment,3809,FALSE,18.64899532
2024-09-14 00:00:00,6594,Payment,966,TRUE,10.11177873
2024-09-14 01:00:00,4374,Login,2062,TRUE,8.806575241
2024-09-14 02:00:00,6096,Booking Confirmation,1730,TRUE,0.868738231
2024-09-14 03:00:00,6631,Booking Confirmation,4803,TRUE,0.576093275
2024-09-14 04:00:00,1021,Payment,3388,TRUE,10.57923169
2024-09-14 05:00:00,6572,Booking Confirmation,1047,TRUE,14.81682766
2024-09-14 06:00:00,6127,Logout,3972,TRUE,13.6285393
2024-09-14 07:00:00,6554,Logout,1773,FALSE,6.070050208
2024-09-14 08:00:00,2673,Vehicle Search,4009,TRUE,3.540516971
2024-09-14 09:00:00,3755,Payment,4527,TRUE,2.458200165
2024-09-14 10:00:00,7405,Payment,2492,TRUE,3.772183695
2024-09-14 11:00:00,9661,Login,4838,TRUE,10.77942268
2024-09-14 12:00:00,7990,Payment,667,TRUE,1.310434174
2024-09-14 13:00:00,7341,Logout,2769,TRUE,9.172371972
2024-09-14 14:00:00,2469,Login,4172,TRUE,19.9435505
2024-09-14 15:00:00,8762,Booking Confirmation,2044,TRUE,5.174675632
2024-09-14 16:00:00,4390,Logout,2107,TRUE,7.166447342
2024-09-14 17:00:00,5815,Payment,4761,TRUE,16.21030188
2024-09-14 18:00:00,2857,Booking Confirmation,1226,TRUE,19.92073195
2024-09-14 19:00:00,6338,Logout,1785,TRUE,18.7300702
2024-09-14 20:00:00,7448,Booking Confirmation,1493,TRUE,11.30988333
2024-09-14 21:00:00,6929,Logout,1090,TRUE,16.71940326
2024-09-14 22:00:00,1836,Vehicle Search,731,TRUE,12.83512713
2024-09-14 23:00:00,9175,Login,4479,TRUE,3.471707256
